Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
nosid,"12 years, 3 months","London, United Kingdom","49,658",5.2m,444,14,,,,"java 2,523,java-8 2,011,c++ 697,multithreading 567,c++11 512,bash 348,",https://stackoverflow.com/users/1305501/nosid
marcinj,"13 years, 9 months","Warsaw, Pruszków, Poland","49,662",7.0m,"1,483",12,,,,"c++ 2,111,android 1,199,java 885,c++11 424,arrays 255,vector 119,",https://stackoverflow.com/users/471160/marcinj
thomas mueller,14 years,Switzerland,"49,703",6.2m,758,16,,,,"h2 2,589,java 1,433,database 1,066,sql 880,android 248,mysql 156,",https://stackoverflow.com/users/382763/thomas-mueller
book of zeus,"12 years, 11 months","California, USA","49,707",2.9m,281,0,,,,"php 1,566,mysql 1,048,.htaccess 806,mod-rewrite 763,apache 519,jquery 177,",https://stackoverflow.com/users/905093/book-of-zeus
%c5%81ukasz lew,"15 years, 5 months","Warsaw, Poland","49,710",5.0m,34,185,42,142,211,"c++ 29,scala 8,templates 8,scala-2.8 7,linux 7,emacs 5,",https://stackoverflow.com/users/61342/%c5%81ukasz-lew
xaver kapeller,"11 years, 2 months","Vienna, Austria","49,726",2.3m,384,2,,,,"android 4,347,android-animation 2,005,java 1,608,android-fragments 98,android-layout 93,android-asynctask 93,",https://stackoverflow.com/users/2310866/xaver-kapeller
johnidol,"15 years, 10 months","Toronto, Canada","49,727",5.9m,230,177,,,,"c++ 1,616,genetic-algorithm 172,c# 154,.net 143,google-app-engine 106,java 97,",https://stackoverflow.com/users/1311500/johnidol
adam wright,"15 years, 11 months","Kent, England United Kingdom","49,216",7.6m,501,5,,,,"objective-c 983,ios 763,php 719,iphone 717,c++ 690,c# 583,",https://stackoverflow.com/users/1200/adam-wright
hamza yerlikaya,"15 years, 3 months",,"49,239",17.6m,97,289,45,151,243,"clojure 463,java 205,emacs 106,macos 47,swing 10,opencv 2,",https://stackoverflow.com/users/89904/hamza-yerlikaya
daniel a a pelsmaeker,"14 years, 11 months",,"49,256",4.7m,359,55,,,,"c# 1,806,algorithm 988,.net 637,generics 323,java 167,arrays 101,",https://stackoverflow.com/users/146622/daniel-a-a-pelsmaeker
new dev,"12 years, 9 months",,"49,264",2.2m,"1,065",84,12,92,134,"angularjs 2,265,javascript 1,014,swift 714,angularjs-directive 518,swiftui 392,combine 385,",https://stackoverflow.com/users/968155/new-dev
tybro0103,"14 years, 8 months","Chattanooga, TN","49,283",8.1m,216,102,34,146,172,"css 871,ruby-on-rails 769,ruby-on-rails-3 462,ruby 298,javascript 280,html 171,",https://stackoverflow.com/users/202875/tybro0103
james mcmahon,"15 years, 10 months",,"49,284",9.4m,194,190,,,,"java 1,560,hibernate 1,305,javascript 253,jpa 164,persistence 106,ruby-on-rails 96,",https://stackoverflow.com/users/20774/james-mcmahon
stephen rauch,"7 years, 7 months",♦,"49,288",3.8m,"1,311",1,,,,"python 3,700,python-click 864,python-3.x 790,pandas 736,list 300,numpy 299,",https://stackoverflow.com/users/7311767/stephen-rauch
ccheneson,"14 years, 11 months","Paris, France","49,290",4.9m,343,25,8,63,69,"android 4,011,java 932,scala 178,perl 146,apache-spark 137,android-activity 105,",https://stackoverflow.com/users/143505/ccheneson
nathan h,"15 years, 9 months",Israel,"48,851",10.5m,135,290,,,,"ibm-mobilefirst 96,ios 77,php 53,mysql 29,yii 17,javascript 16,",https://stackoverflow.com/users/25645/nathan-h
artelius,"15 years, 8 months","Sydney, Australia","48,853",5.5m,454,0,13,91,106,"algorithm 1,424,c++ 964,c 772,c# 323,math 303,php 255,",https://stackoverflow.com/users/31945/artelius
tuxdude,14 years,"Mountain View, CA","48,903",8.4m,405,7,,,,"git 2,512,linux 403,bash 342,google-cloud-platform 341,c++ 197,c 168,",https://stackoverflow.com/users/380757/tuxdude
blueberryfields,"14 years, 10 months",,"48,916",2.6m,186,282,,,,"python 1,873,c# 86,ios 62,iphone 56,javascript 30,macos 8,",https://stackoverflow.com/users/173773/blueberryfields
madlep,"15 years, 10 months","Melbourne, Australia","48,936",2.3m,120,9,,,,"git 2,280,ruby-on-rails 214,ruby 187,java 75,arrays 26,unit-testing 17,",https://stackoverflow.com/users/14160/madlep
garrett,"14 years, 6 months",,"48,958",5.8m,108,0,6,63,51,"python 3,971,pandas 3,770,dataframe 3,421,jinja2 824,group-by 191,matplotlib 135,",https://stackoverflow.com/users/243434/garrett
nick parsons,"8 years, 7 months",Australia 🇦🇺,"48,947",7.0m,"1,868",7,,,,"javascript 3,039,arrays 886,html 412,object 326,reactjs 302,jquery 252,",https://stackoverflow.com/users/5648954/nick-parsons
bj homer,"15 years, 2 months","Lehi, UT, United States","48,964",2.4m,318,6,,,,"objective-c 1,976,ios 1,877,automatic-ref-counting 717,iphone 706,memory-management 652,xcode 469,",https://stackoverflow.com/users/100478/bj-homer
hughdbrown,"15 years, 10 months","Denver, CO","48,607",18.5m,418,36,,,,"python 3,199,dictionary 782,django 193,python-2.7 178,algorithm 117,c# 94,",https://stackoverflow.com/users/10293/hughdbrown
lalit kumar b,"9 years, 10 months",World Wide On The Web,"48,594",16.9m,"1,627",3,,,,"oracle 3,730,sql 2,470,plsql 650,oracle11g 643,oracle-sqldeveloper 452,oracle10g 212,",https://stackoverflow.com/users/3989608/lalit-kumar-b
peter,"15 years, 3 months","Heverlee, Belgium","48,610",5.4m,168,126,,,,"c# 846,javascript 276,emacs 214,wpf 115,.net 113,java 36,",https://stackoverflow.com/users/86751/peter
swilliams,"15 years, 11 months",United States,"48,610",7.9m,167,52,,,,"asp.net-mvc 1,323,ajax 1,219,javascript 1,100,jquery 443,.net 219,c# 192,",https://stackoverflow.com/users/736/swilliams
mike,"12 years, 2 months","OH, USA","48,623",10.8m,605,99,,,,"c 2,492,python 1,324,linux 579,pointers 201,arrays 174,c++ 120,",https://stackoverflow.com/users/1348709/mike
cerad,"12 years, 6 months",,"48,627",3.7m,892,7,9,91,92,"symfony 3,713,php 1,963,doctrine-orm 1,507,doctrine 437,dependency-injection 218,forms 164,",https://stackoverflow.com/users/1146363/cerad
grzegorz %c5%bbur,"13 years, 10 months","Wroclaw, Poland","48,633",6.1m,443,5,17,116,111,"go 1,455,bash 941,java 659,android 604,linux 549,gradle 363,",https://stackoverflow.com/users/450989/grzegorz-%c5%bbur
tilendor,"15 years, 11 months",United States,"48,653",2.6m,58,18,,,,"ruby-on-rails 458,ruby 135,rake 59,forms 50,javascript 43,activerecord 42,",https://stackoverflow.com/users/1470/tilendor
chris lawlor,"15 years, 9 months","Poughkeepsie, NY, United States","48,304",2.7m,141,20,,,,"python 2,253,django 295,django-models 52,django-forms 40,django-templates 38,django-piston 30,",https://stackoverflow.com/users/21245/chris-lawlor
cmcculloh,"15 years, 11 months","Indianapolis, IN","48,305",6.9m,59,75,,,,"php 432,jquery 235,java 156,git 92,javascript 53,svn 7,",https://stackoverflow.com/users/58/cmcculloh
stevec,"8 years, 6 months",,"48,327",23.4m,918,715,42,270,379,"r 1,188,ruby-on-rails 605,git 325,ggplot2 244,github 236,ruby 105,",https://stackoverflow.com/users/5783745/stevec
pengone,"13 years, 7 months","San Francisco, CA","48,348",3.3m,777,46,,,,"iphone 1,856,ios 1,709,objective-c 1,143,algorithm 830,xcode 576,cocoa-touch 204,",https://stackoverflow.com/users/544050/pengone
i hate lazy,"11 years, 10 months",,"48,351",5.1m,433,3,,,,"javascript 3,896,arrays 1,082,jquery 1,048,html 441,object 306,function 148,",https://stackoverflow.com/users/1689607/i-hate-lazy
dfeuer,12 years,Maryland,"48,367",1.3m,"1,025",111,,,,"haskell 3,616,functional-programming 323,types 268,monads 219,ghc 216,typeclass 195,",https://stackoverflow.com/users/1477667/dfeuer
falmarri,"14 years, 2 months","Tucson, AZ","48,373",5.7m,648,149,41,153,194,"android 1,658,python 642,android-activity 356,service 326,java 233,c++ 66,",https://stackoverflow.com/users/375874/falmarri
icemanind,"15 years, 2 months","Paris, IL","48,375",5.5m,743,369,,,,"c# 1,953,.net 174,sql-server 168,sql 153,winforms 125,vb.net 94,",https://stackoverflow.com/users/98094/icemanind
gkalpak,"11 years, 2 months",Greece,"48,082",4.2m,874,0,,,,"angularjs 2,025,javascript 1,862,google-chrome-extension 1,329,google-chrome 677,jquery 415,html 406,",https://stackoverflow.com/users/2341938/gkalpak
mofi,"10 years, 7 months",,"48,084",9.6m,"2,014",1,18,86,152,"batch-file 2,562,windows 1,004,cmd 973,winrar 227,command-line 214,for-loop 191,",https://stackoverflow.com/users/3074564/mofi
alexander,"13 years, 2 months",,"48,092",4.3m,943,164,40,108,163,"android 1,940,android-studio 389,java 362,android-layout 65,android-ndk 53,android-activity 45,",https://stackoverflow.com/users/721079/alexander
mihai alexandru ionut,8 years,"Cluj-Napoca, Cluj County, Romania","48,097",4.3m,"1,199",53,,,,"javascript 3,088,arrays 949,jquery 889,html 587,python 576,json 431,",https://stackoverflow.com/users/6583140/mihai-alexandru-ionut
matthew,"14 years, 5 months",Illinois,"48,104",6.1m,736,1,,,,"php 3,843,string 655,arrays 594,mysql 331,c++ 131,c 113,",https://stackoverflow.com/users/259778/matthew
nikhil agrawal,"12 years, 8 months",India,"48,107",7.1m,995,168,24,128,211,"c# 2,995,.net 390,wpf 376,linq 226,asp.net 154,winforms 117,",https://stackoverflow.com/users/1011959/nikhil-agrawal
%ce%a6xoc%c4%99 %ec%9b%83 %d0%9fepe%c3%bapa %e3%83%84,"12 years, 9 months",Slovakia,"48,108",6.9m,"2,864",31,,,,"java 2,319,c++ 454,android 346,arrays 309,string 263,qt 176,",https://stackoverflow.com/users/982161/%ce%a6xoc%c4%99-%ec%9b%83-%d0%9fepe%c3%bapa-%e3%83%84
adam liss,"15 years, 9 months",United States,"48,110",6.8m,626,16,,,,"bash 1,180,c 715,java 665,c++ 274,shell 266,linux 265,",https://stackoverflow.com/users/29157/adam-liss
raj more,"15 years, 2 months","Baltimore, MD","47,798",10.2m,938,157,,,,"sql-server 1,292,sql 1,276,mysql 661,sql-server-2005 469,t-sql 453,sql-server-2008 439,",https://stackoverflow.com/users/109035/raj-more
olaf kock,"15 years, 10 months","Hamburg, Germany","47,802",4.7m,"1,811",7,,,,"liferay 1,314,java 838,tomcat 780,liferay-6 415,portlet 284,jsp 139,",https://stackoverflow.com/users/13447/olaf-kock
maba,"12 years, 2 months","Karlstad, Sweden","47,815",4.5m,431,2,10,110,118,"java 2,883,maven 1,506,intellij-idea 1,329,eclipse 669,java-native-interface 302,scala 143,",https://stackoverflow.com/users/1350762/maba
sethmmorton,"12 years, 2 months","Portland, OR","47,815",11.4m,297,19,,,,"python 3,777,argparse 1,737,sorting 527,python-3.x 525,python-2.7 133,numpy 84,",https://stackoverflow.com/users/1399279/sethmmorton
lix,"13 years, 6 months",,"47,836",5.4m,"1,478",4,,,,"javascript 1,265,jquery 1,215,php 1,020,facebook 864,facebook-graph-api 313,html 249,",https://stackoverflow.com/users/558021/lix
fabmilo,"15 years, 1 month","Marina del Rey, CA, USA","47,842",7.2m,634,39,,,,"python 1,531,go 1,446,tensorflow 609,c 288,cuda 177,c++ 126,",https://stackoverflow.com/users/121687/fabmilo
miniquark,"15 years, 8 months","Paris, France","47,848",5.9m,156,93,,,,"python 1,540,tensorflow 1,062,python-3.x 241,django 198,keras 39,julia 27,",https://stackoverflow.com/users/38626/miniquark
dave costa,"15 years, 10 months","Somerville, MA, United States","47,852",12.7m,994,0,8,59,72,"oracle 2,595,sql 2,016,plsql 691,python 455,java 368,oracle10g 117,",https://stackoverflow.com/users/6568/dave-costa
alex turpin,"15 years, 2 months",Canada,"47,506",9.7m,476,60,23,116,146,"javascript 2,474,arrays 976,php 904,html 654,jquery 589,ajax 186,",https://stackoverflow.com/users/104999/alex-turpin
boris gu%c3%a9ry,"15 years, 5 months","Paris, France","47,509",11.4m,361,37,,,,"javascript 2,310,jquery 2,287,php 612,symfony 170,zend-framework 97,html 79,",https://stackoverflow.com/users/61337/boris-gu%c3%a9ry
guillaume polet,"12 years, 10 months",Here and there,"47,509",5.8m,994,24,,,,"java 3,835,swing 2,361,jtable 292,jpanel 251,awt 206,jframe 200,",https://stackoverflow.com/users/928711/guillaume-polet
abraham,"15 years, 9 months","Madison, WI","47,515",3.6m,"1,170",2,10,104,157,"google-chrome-extension 834,javascript 769,google-chrome 602,twitter 532,google-plus 424,progressive-web-apps 301,",https://stackoverflow.com/users/26406/abraham
ali dehghani,"12 years, 2 months",Berlin,"47,525",11.6m,392,6,,,,"java 3,167,spring 2,599,spring-boot 1,148,spring-mvc 1,122,spring-data 458,spring-security 453,",https://stackoverflow.com/users/1393484/ali-dehghani
tzaman,"14 years, 5 months","Tübingen, Germany","47,531",5.2m,694,3,,,,"python 2,254,python-2.7 931,c# 452,c++ 435,linq 290,java 257,",https://stackoverflow.com/users/257465/tzaman
joseph sible reinstate monica,"7 years, 5 months",,"47,538",1.1m,"1,349",87,,,,"haskell 1,246,c 570,linux 289,c++ 243,javascript 232,assembly 208,",https://stackoverflow.com/users/7509065/joseph-sible-reinstate-monica
ajedi32,"12 years, 6 months",Wisconsin,"47,550",6.4m,253,113,,,,"javascript 1,896,ruby 1,330,ruby-on-rails 958,ruby-on-rails-3 674,git 356,css 164,",https://stackoverflow.com/users/1157054/ajedi32
petar minchev,"14 years, 7 months",Bulgaria,"47,187",8.0m,538,32,,,,"java 2,827,algorithm 636,c# 289,hibernate 282,arrays 180,jsf 99,",https://stackoverflow.com/users/222674/petar-minchev
danludwig,"14 years, 3 months",Florida & Ohio,"47,183",5.1m,727,163,,,,"c# 1,538,asp.net-mvc 1,499,asp.net-mvc-3 1,089,entity-framework 683,asp.net 269,asp.net-mvc-4 212,",https://stackoverflow.com/users/304832/danludwig
konrad kruczynski,"13 years, 7 months","Poznan, Poland","47,191",3.0m,96,19,,,,"c# 612,mono 165,c 144,c++ 136,monodevelop 56,.net 39,",https://stackoverflow.com/users/549315/konrad-kruczynski
tom h,"15 years, 10 months","Madison, CT, United States","47,210",12.4m,"1,279",57,15,88,129,"sql 3,394,sql-server 1,549,t-sql 828,mysql 459,sql-server-2005 365,database 337,",https://stackoverflow.com/users/5696608/tom-h
nick weaver,"14 years, 4 months","Berlin, Germany","47,236",2.7m,492,4,,,,"objective-c 2,260,iphone 2,152,ios 1,522,xcode 1,334,cocoa-touch 928,uitableview 158,",https://stackoverflow.com/users/296387/nick-weaver
kl 7,"14 years, 1 month",,"47,238",4.4m,211,2,10,90,75,"git 2,716,ruby 1,181,ruby-on-rails 367,python 217,ruby-on-rails-3 177,activerecord 88,",https://stackoverflow.com/users/357743/kl-7
shahbaz,"12 years, 10 months","Montreal, QC, Canada","47,238",6.9m,724,85,,,,"c 1,475,c++ 929,git 844,algorithm 422,linux 232,arrays 102,",https://stackoverflow.com/users/912144/shahbaz
joe,"14 years, 11 months",,"47,261",5.2m,492,298,,,,"python 750,django 394,java 351,javascript 273,c 259,c# 131,",https://stackoverflow.com/users/148423/joe
ennuikiller,"15 years, 3 months","New York, New York, United States","46,845",10.8m,933,57,,,,"bash 754,objective-c 690,shell 514,ruby 484,iphone 455,perl 339,",https://stackoverflow.com/users/86837/ennuikiller
dave4420,"15 years, 3 months","London(ish), United Kingdom","46,852",3.5m,588,26,6,120,153,"haskell 2,656,ssh 590,types 254,list 235,perl 191,monads 128,",https://stackoverflow.com/users/86622/dave4420
hanky panky,"11 years, 11 months",Somewhere in this World,"46,871",3.9m,"1,414",15,,,,"php 2,813,mysql 754,javascript 396,html 308,arrays 290,jquery 211,",https://stackoverflow.com/users/1570534/hanky-panky
albin sunnanbo,"13 years, 11 months","Stockholm, Sweden","46,880",6.1m,"1,137",9,,,,"c# 2,655,.net 1,145,linq 493,sql 360,winforms 235,svn 229,",https://stackoverflow.com/users/401728/albin-sunnanbo
moodymudskipper,"11 years, 3 months",Brussels/Zürich,"46,885",7.6m,"1,559",176,,,,"r 3,545,dplyr 1,030,dataframe 380,tidyr 258,tidyverse 208,purrr 198,",https://stackoverflow.com/users/2270475/moodymudskipper
steve summit,"9 years, 11 months","Cambridge, MA","46,893",3.0m,"1,311",40,8,76,108,"c 3,776,c++ 396,pointers 346,arrays 206,floating-point 172,string 139,",https://stackoverflow.com/users/3923896/steve-summit
justin peel,"14 years, 6 months","Salt Lake City, UT","46,912",7.6m,336,5,,,,"python 3,807,numpy 690,scipy 286,performance 230,algorithm 181,matlab 168,",https://stackoverflow.com/users/254617/justin-peel
debajit,"15 years, 6 months",,"46,917",4.2m,40,71,33,94,101,"git 278,objective-c 214,c++ 98,eclipse 27,eclipse-plugin 23,java 14,",https://stackoverflow.com/users/2288585/debajit
aib,"15 years, 11 months",,"46,556",7.0m,409,13,,,,"c 2,489,arrays 1,594,c++ 739,postgresql 460,php 186,opengl 69,",https://stackoverflow.com/users/1088/aib
shamittomar,"14 years, 9 months",India,"46,568",6.0m,428,4,,,,"php 3,234,html 971,javascript 902,mysql 445,sql 233,string 162,",https://stackoverflow.com/users/180136/shamittomar
mickmackusa,"10 years, 8 months","Brisbane, Australia","46,560",8.4m,"4,357",15,,,,"php 2,797,arrays 1,235,regex 542,multidimensional-array 436,sorting 230,string 220,",https://stackoverflow.com/users/2943403/mickmackusa
andrew cooke,"14 years, 9 months","Santiago, Chile","46,586",6.8m,603,47,,,,"python 1,474,algorithm 333,java 269,clojure 214,c 154,regex 119,",https://stackoverflow.com/users/181772/andrew-cooke
mvds,14 years,,"46,614",5.2m,715,6,8,103,111,"iphone 980,objective-c 643,php 566,bash 393,cocoa-touch 368,ios 354,",https://stackoverflow.com/users/371793/mvds
anirudh ramanathan,"13 years, 2 months","San Mateo, CA, USA","46,615",8.1m,681,49,,,,"php 469,javascript 460,c 459,java 267,html 249,regex 242,",https://stackoverflow.com/users/759019/anirudh-ramanathan
martin buberl,15 years,"Berlin, Germany","46,624",4.2m,236,24,26,101,146,"c# 2,361,.net 2,046,asp.net 508,asp.net-mvc 129,html 126,nunit 67,",https://stackoverflow.com/users/135441/martin-buberl
marc audet,"13 years, 6 months","Hamden, CT","46,625",7.8m,"1,071",2,,,,"css 3,587,html 2,948,javascript 166,jquery 134,image 120,css-float 93,",https://stackoverflow.com/users/564353/marc-audet
yilmaz,"5 years, 10 months","Brooklyn, NY, USA","46,242",22.8m,"2,107",132,,,,"reactjs 1,223,javascript 1,207,next.js 1,115,node.js 612,ethereum 476,blockchain 427,",https://stackoverflow.com/users/10262805/yilmaz
xaisoft,"15 years, 8 months",,"46,255",7.6m,88,672,87,281,442,"c# 74,wcf 30,asp.net 27,.net 25,jquery 2,t-sql 0,",https://stackoverflow.com/users/33690/xaisoft
ray,"15 years, 11 months","Auckland, New Zealand","46,256",5.6m,309,59,28,126,170,"c# 1,986,wpf 1,316,.net 877,xaml 641,sql 105,visual-studio 56,",https://stackoverflow.com/users/233/ray
plus,"13 years, 3 months","Aix-en-Provence, France","46,263",2.9m,60,63,16,62,74,"android 2,241,angularjs 320,javascript 303,alfresco 30,reactjs 19,git 16,",https://stackoverflow.com/users/709635/plus
permgenerror,"12 years, 8 months",,"46,268",10.8m,"1,018",11,,,,"java 4,066,arrays 401,arraylist 298,string 268,android 209,generics 164,",https://stackoverflow.com/users/1034737/permgenerror
